STATUS;FROM;TO
OK;35260;35280
OK;35240;35260
OK;35280;35300
OK;35340;35360
OK;35320;35340
OK;35360;35380
OK;35420;35440
OK;35380;35400
OK;35460;35480
OK;35440;35460
OK;35400;35420
OK;35520;35540
OK;35540;35560
OK;35480;35500
OK;35560;35580
OK;35500;35520
OK;35580;35600
OK;35620;35640
OK;35600;35620
OK;35640;35660
OK;35700;35720
OK;35680;35700
OK;35720;35740
OK;35660;35680
OK;35780;35800
OK;35740;35760
OK;35760;35780
OK;35800;35820
OK;35820;35840
OK;35840;35860
OK;35940;35960
OK;35920;35940
OK;35880;35900
OK;35860;35880
OK;35900;35920
OK;35960;35980
OK;35980;36000
OK;31020;31040
OK;31080;31100
OK;31060;31080
OK;31040;31060
OK;31100;31120
OK;31000;31020
OK;31140;31160
OK;31220;31240
OK;31120;31140
OK;31240;31260
OK;31160;31180
OK;31180;31200
OK;31280;31300
OK;31300;31320
OK;31200;31220
OK;31320;31340
OK;31340;31360
OK;31360;31380
OK;31260;31280
OK;31400;31420
OK;31420;31440
OK;31380;31400
OK;31440;31460
OK;31480;31500
OK;31460;31480
OK;31540;31560
OK;31520;31540
OK;31600;31620
OK;31500;31520
OK;31640;31660
OK;31620;31640
OK;31580;31600
OK;31560;31580
OK;31680;31700
OK;31720;31740
OK;31700;31720
OK;31760;31780
OK;31740;31760
OK;31800;31820
OK;31660;31680
OK;31820;31840
OK;31780;31800
OK;31880;31900
OK;31860;31880
OK;31840;31860
OK;31920;31940
OK;31940;31960
OK;31960;31980
OK;31900;31920
OK;31980;32000
OK;36040;36060
OK;36020;36040
OK;36000;36020
OK;36060;36080
OK;36120;36140
OK;36080;36100
OK;36180;36200
OK;36100;36120
OK;36140;36160
OK;36220;36240
OK;36200;36220
OK;36160;36180
OK;36280;36300
OK;36260;36280
OK;36240;36260
OK;36300;36320
OK;36340;36360
OK;36360;36380
OK;36460;36480
OK;36320;36340
OK;36380;36400
OK;36440;36460
OK;36420;36440
OK;36500;36520
OK;36480;36500
OK;36560;36580
OK;36400;36420
OK;36580;36600
OK;36600;36620
OK;36620;36640
OK;36540;36560
OK;36520;36540
OK;36660;36680
OK;36680;36700
OK;36640;36660
OK;36720;36740
OK;36700;36720
OK;36760;36780
OK;36800;36820
OK;36780;36800
OK;36840;36860
OK;36740;36760
OK;36820;36840
OK;36880;36900
OK;36860;36880
OK;36940;36960
OK;36900;36920
OK;36920;36940
OK;36960;36980
OK;36980;37000
OK;32020;32040
OK;32040;32060
OK;32000;32020
OK;32080;32100
OK;32100;32120
OK;32120;32140
OK;32060;32080
OK;32200;32220
OK;32140;32160
OK;32240;32260
OK;32260;32280
OK;32180;32200
OK;32300;32320
OK;32160;32180
OK;32280;32300
OK;32340;32360
OK;32220;32240
OK;32320;32340
OK;32400;32420
OK;32420;32440
OK;32440;32460
OK;32380;32400
OK;32360;32380
OK;32480;32500
OK;32500;32520
OK;32560;32580
OK;32460;32480
OK;32580;32600
OK;32520;32540
OK;32600;32620
OK;32540;32560
OK;32640;32660
OK;32680;32700
OK;32620;32640
OK;32700;32720
OK;32720;32740
OK;32660;32680
OK;32740;32760
OK;32800;32820
OK;32780;32800
OK;32820;32840
OK;32760;32780
OK;32840;32860
OK;32880;32900
OK;32900;32920
OK;32860;32880
OK;32940;32960
OK;32980;33000
OK;32960;32980
OK;32920;32940
OK;37000;37020
OK;37020;37040
OK;37060;37080
OK;37080;37100
OK;37040;37060
OK;37140;37160
OK;37100;37120
OK;37120;37140
OK;37180;37200
OK;37160;37180
OK;37220;37240
OK;37200;37220
OK;37240;37260
OK;37280;37300
OK;37260;37280
OK;37320;37340
OK;37340;37360
OK;37380;37400
OK;37300;37320
OK;37360;37380
OK;37420;37440
OK;37440;37460
OK;37400;37420
OK;37500;37520
OK;37520;37540
OK;37460;37480
OK;37480;37500
OK;37560;37580
OK;37580;37600
OK;37540;37560
OK;37600;37620
OK;37660;37680
OK;37640;37660
OK;37720;37740
OK;37740;37760
OK;37680;37700
OK;37620;37640
OK;37760;37780
OK;37700;37720
OK;37820;37840
OK;37800;37820
OK;37880;37900
OK;37780;37800
OK;37860;37880
OK;37840;37860
OK;37940;37960
OK;37900;37920
OK;37980;38000
OK;37960;37980
OK;37920;37940
OK;33020;33040
OK;33000;33020
OK;33040;33060
OK;33060;33080
OK;33100;33120
OK;33080;33100
OK;33160;33180
OK;33140;33160
OK;33120;33140
OK;33180;33200
OK;33200;33220
OK;33260;33280
OK;33220;33240
OK;33240;33260
OK;33280;33300
OK;33300;33320
OK;33340;33360
OK;33320;33340
OK;33360;33380
OK;33400;33420
OK;33380;33400
OK;33420;33440
OK;33460;33480
OK;33440;33460
OK;33480;33500
OK;33540;33560
OK;33500;33520
OK;33580;33600
OK;33520;33540
OK;33560;33580
OK;33600;33620
OK;33620;33640
OK;33640;33660
OK;33660;33680
OK;33680;33700
OK;33700;33720
OK;33740;33760
OK;33760;33780
OK;33780;33800
OK;33820;33840
OK;33800;33820
OK;33720;33740
OK;33860;33880
OK;33880;33900
OK;33840;33860
OK;33900;33920
OK;33940;33960
OK;33960;33980
OK;33980;34000
OK;33920;33940
OK;38040;38060
OK;38000;38020
OK;38080;38100
OK;38020;38040
OK;38060;38080
OK;38100;38120
OK;38120;38140
OK;38160;38180
OK;38200;38220
OK;38180;38200
OK;38220;38240
OK;38260;38280
OK;38280;38300
OK;38320;38340
OK;38140;38160
OK;38240;38260
OK;38300;38320
OK;38340;38360
OK;38400;38420
OK;38380;38400
OK;38360;38380
OK;38420;38440
OK;38480;38500
OK;38440;38460
OK;38500;38520
OK;38460;38480
OK;38520;38540
OK;38560;38580
OK;38600;38620
OK;38580;38600
OK;38540;38560
OK;38660;38680
OK;38640;38660
OK;38620;38640
OK;38700;38720
OK;38680;38700
OK;38720;38740
OK;38740;38760
OK;38760;38780
OK;38780;38800
OK;38820;38840
OK;38800;38820
OK;38840;38860
OK;38860;38880
OK;38900;38920
OK;38940;38960
OK;38960;38980
OK;38980;39000
OK;38880;38900
OK;38920;38940
OK;34000;34020
OK;34020;34040
OK;34060;34080
OK;34080;34100
OK;34040;34060
OK;34160;34180
OK;34100;34120
OK;34120;34140
OK;34140;34160
OK;34240;34260
OK;34220;34240
OK;34200;34220
OK;34280;34300
OK;34300;34320
OK;34320;34340
OK;34180;34200
OK;34360;34380
OK;34260;34280
OK;34340;34360
OK;34400;34420
OK;34380;34400
OK;34420;34440
OK;34440;34460
OK;34460;34480
OK;34520;34540
OK;34540;34560
OK;34500;34520
OK;34560;34580
OK;34580;34600
OK;34620;34640
OK;34600;34620
OK;34480;34500
OK;34640;34660
OK;34660;34680
OK;34700;34720
OK;34720;34740
OK;34680;34700
OK;34740;34760
OK;34760;34780
OK;34820;34840
OK;34780;34800
OK;34800;34820
OK;34880;34900
OK;34860;34880
OK;34900;34920
OK;34840;34860
OK;34920;34940
OK;34960;34980
OK;34980;35000
OK;34940;34960
OK;39020;39040
OK;39060;39080
OK;39000;39020
OK;39100;39120
OK;39080;39100
OK;39040;39060
OK;39140;39160
OK;39120;39140
OK;39200;39220
OK;39160;39180
OK;39240;39260
OK;39180;39200
OK;39260;39280
OK;39220;39240
OK;39320;39340
OK;39300;39320
OK;39280;39300
OK;39360;39380
OK;39340;39360
OK;39400;39420
OK;39380;39400
OK;39420;39440
OK;39440;39460
OK;39460;39480
OK;39500;39520
OK;39480;39500
OK;39540;39560
OK;39520;39540
OK;39580;39600
OK;39640;39660
OK;39560;39580
OK;39620;39640
OK;39660;39680
OK;39700;39720
OK;39600;39620
OK;39740;39760
OK;39680;39700
OK;39720;39740
OK;39800;39820
OK;39760;39780
OK;39780;39800
OK;39820;39840
OK;39860;39880
OK;39880;39900
OK;39920;39940
OK;39840;39860
OK;39940;39960
OK;39900;39920
OK;39980;40000
OK;39960;39980
OK;40000;40020
OK;40040;40060
OK;40060;40080
OK;40020;40040
OK;40100;40120
OK;40080;40100
OK;40120;40140
OK;40140;40160
OK;40220;40240
OK;40160;40180
OK;40200;40220
OK;40240;40260
OK;40180;40200
OK;40340;40360
OK;40300;40320
OK;40260;40280
OK;40360;40380
OK;40380;40400
OK;40400;40420
OK;40320;40340
OK;40440;40460
OK;40420;40440
OK;40520;40540
OK;40460;40480
OK;40480;40500
OK;40540;40560
OK;40580;40600
OK;40500;40520
OK;40600;40620
OK;40560;40580
OK;40640;40660
OK;40620;40640
OK;40660;40680
OK;40280;40300
OK;40700;40720
OK;40740;40760
OK;40760;40780
OK;40720;40740
OK;40780;40800
OK;40680;40700
OK;40800;40820
OK;40820;40840
OK;40840;40860
OK;40860;40880
OK;40880;40900
OK;40940;40960
OK;40960;40980
OK;40980;41000
OK;40920;40940
OK;40900;40920
OK;45040;45060
OK;45020;45040
OK;45060;45080
OK;45000;45020
OK;45080;45100
OK;45140;45160
OK;45120;45140
OK;45160;45180
OK;45220;45240
OK;45100;45120
OK;45240;45260
OK;45180;45200
OK;45200;45220
OK;45260;45280
OK;45280;45300
OK;45320;45340
OK;45340;45360
OK;45360;45380
OK;45420;45440
OK;45440;45460
OK;45400;45420
OK;45380;45400
OK;45460;45480
OK;45480;45500
OK;45500;45520
OK;45300;45320
OK;45560;45580
OK;45520;45540
OK;45600;45620
OK;45540;45560
OK;45660;45680
OK;45640;45660
OK;45580;45600
OK;45620;45640
OK;45680;45700
OK;45740;45760
OK;45720;45740
OK;45700;45720
OK;45780;45800
OK;45800;45820
OK;45860;45880
OK;45760;45780
OK;45840;45860
OK;45900;45920
OK;45880;45900
OK;45920;45940
OK;45820;45840
OK;45960;45980
OK;45940;45960
OK;45980;46000
OK;41020;41040
OK;41060;41080
OK;41000;41020
OK;41100;41120
OK;41040;41060
OK;41080;41100
OK;41160;41180
OK;41200;41220
OK;41140;41160
OK;41120;41140
OK;41220;41240
OK;41260;41280
OK;41180;41200
OK;41300;41320
OK;41280;41300
OK;41360;41380
OK;41320;41340
OK;41340;41360
OK;41420;41440
OK;41400;41420
OK;41240;41260
OK;41380;41400
OK;41460;41480
OK;41440;41460
OK;41500;41520
OK;41540;41560
OK;41480;41500
OK;41560;41580
OK;41520;41540
OK;41580;41600
OK;41620;41640
OK;41640;41660
OK;41660;41680
OK;41600;41620
OK;41740;41760
OK;41680;41700
OK;41700;41720
OK;41780;41800
OK;41800;41820
OK;41840;41860
OK;41880;41900
OK;41760;41780
OK;41820;41840
OK;41860;41880
OK;41920;41940
OK;41940;41960
OK;41720;41740
OK;41960;41980
OK;41900;41920
OK;41980;42000
OK;46020;46040
OK;46000;46020
OK;46040;46060
OK;46080;46100
OK;46060;46080
OK;46160;46180
OK;46100;46120
OK;46140;46160
OK;46180;46200
OK;46120;46140
OK;46200;46220
OK;46220;46240
OK;46240;46260
OK;46260;46280
OK;46280;46300
OK;46300;46320
OK;46340;46360
OK;46320;46340
OK;46380;46400
OK;46400;46420
OK;46360;46380
OK;46460;46480
OK;46440;46460
OK;46420;46440
OK;46520;46540
OK;46480;46500
OK;46500;46520
OK;46560;46580
OK;46540;46560
OK;46580;46600
OK;46600;46620
OK;46640;46660
OK;46660;46680
OK;46620;46640
OK;46680;46700
OK;46760;46780
OK;46700;46720
OK;46720;46740
OK;46740;46760
OK;46820;46840
OK;46780;46800
OK;46800;46820
OK;46860;46880
OK;46840;46860
OK;46880;46900
OK;46920;46940
OK;46900;46920
OK;46980;47000
OK;46960;46980
OK;46940;46960
OK;42040;42060
OK;42060;42080
OK;42020;42040
OK;42080;42100
OK;42100;42120
OK;42000;42020
OK;42120;42140
OK;42180;42200
OK;42160;42180
OK;42220;42240
OK;42140;42160
OK;42260;42280
OK;42240;42260
OK;42280;42300
OK;42200;42220
OK;42320;42340
OK;42340;42360
OK;42300;42320
OK;42380;42400
OK;42360;42380
OK;42420;42440
OK;42400;42420
OK;42500;42520
OK;42460;42480
OK;42540;42560
OK;42480;42500
OK;42560;42580
OK;42440;42460
OK;42600;42620
OK;42580;42600
OK;42620;42640
OK;42640;42660
OK;42520;42540
OK;42660;42680
OK;42680;42700
OK;42740;42760
OK;42720;42740
OK;42700;42720
OK;42780;42800
OK;42760;42780
OK;42840;42860
OK;42800;42820
OK;42860;42880
OK;42820;42840
OK;42900;42920
OK;42920;42940
OK;42880;42900
OK;42960;42980
OK;42940;42960
OK;42980;43000
OK;47020;47040
OK;47000;47020
OK;47040;47060
OK;47120;47140
OK;47080;47100
OK;47100;47120
OK;47060;47080
OK;47160;47180
OK;47140;47160
OK;47240;47260
OK;47260;47280
OK;47200;47220
OK;47220;47240
OK;47280;47300
OK;47180;47200
OK;47300;47320
OK;47360;47380
OK;47340;47360
OK;47320;47340
OK;47420;47440
OK;47400;47420
OK;47380;47400
OK;47480;47500
OK;47440;47460
OK;47520;47540
OK;47500;47520
OK;47540;47560
OK;47460;47480
OK;47600;47620
OK;47620;47640
OK;47580;47600
OK;47640;47660
OK;47660;47680
OK;47680;47700
OK;47700;47720
OK;47560;47580
OK;47760;47780
OK;47720;47740
OK;47800;47820
OK;47820;47840
OK;47780;47800
OK;47860;47880
OK;47880;47900
OK;47840;47860
OK;47900;47920
OK;47920;47940
OK;47940;47960
OK;47740;47760
OK;47960;47980
OK;47980;48000
OK;43000;43020
OK;43040;43060
OK;43080;43100
OK;43020;43040
OK;43160;43180
OK;43060;43080
OK;43180;43200
OK;43140;43160
OK;43120;43140
OK;43200;43220
OK;43220;43240
OK;43280;43300
OK;43100;43120
OK;43300;43320
OK;43320;43340
OK;43340;43360
OK;43380;43400
OK;43400;43420
OK;43440;43460
OK;43460;43480
OK;43420;43440
OK;43520;43540
OK;43500;43520
OK;43360;43380
OK;43260;43280
OK;43480;43500
OK;43540;43560
OK;43600;43620
OK;43620;43640
OK;43660;43680
OK;43640;43660
OK;43680;43700
OK;43700;43720
OK;43580;43600
OK;43720;43740
OK;43760;43780
OK;43240;43260
OK;43800;43820
OK;43820;43840
OK;43880;43900
OK;43840;43860
OK;43860;43880
OK;43780;43800
OK;43560;43580
OK;43900;43920
OK;43920;43940
OK;43960;43980
OK;43980;44000
OK;43740;43760
OK;43940;43960
OK;48020;48040
OK;48060;48080
OK;48040;48060
OK;48100;48120
OK;48080;48100
OK;48120;48140
OK;48000;48020
OK;48180;48200
OK;48160;48180
OK;48200;48220
OK;48240;48260
OK;48220;48240
OK;48260;48280
OK;48140;48160
OK;48300;48320
OK;48340;48360
OK;48320;48340
OK;48380;48400
OK;48420;48440
OK;48440;48460
OK;48280;48300
OK;48460;48480
OK;48400;48420
OK;48480;48500
OK;48540;48560
OK;48500;48520
OK;48520;48540
OK;48360;48380
OK;48560;48580
OK;48580;48600
OK;48640;48660
OK;48660;48680
OK;48620;48640
OK;48600;48620
OK;48720;48740
OK;48680;48700
OK;48740;48760
OK;48760;48780
OK;48700;48720
OK;48800;48820
OK;48780;48800
OK;48840;48860
OK;48880;48900
OK;48860;48880
OK;48820;48840
OK;48900;48920
OK;48920;48940
OK;48940;48960
OK;48960;48980
OK;48980;49000
OK;44000;44020
OK;44060;44080
OK;44020;44040
OK;44100;44120
OK;44040;44060
OK;44120;44140
OK;44080;44100
OK;44140;44160
OK;44200;44220
OK;44160;44180
OK;44220;44240
OK;44260;44280
OK;44240;44260
OK;44180;44200
OK;44300;44320
OK;44280;44300
OK;44340;44360
OK;44360;44380
OK;44420;44440
OK;44320;44340
OK;44440;44460
OK;44400;44420
OK;44460;44480
OK;44480;44500
OK;44380;44400
OK;44520;44540
OK;44500;44520
OK;44560;44580
OK;44600;44620
OK;44580;44600
OK;44620;44640
OK;44540;44560
OK;44640;44660
OK;44660;44680
OK;44700;44720
OK;44720;44740
OK;44760;44780
OK;44680;44700
OK;44740;44760
OK;44800;44820
OK;44780;44800
OK;44840;44860
OK;44820;44840
OK;44900;44920
OK;44920;44940
OK;44880;44900
OK;44860;44880
OK;44960;44980
OK;44980;45000
OK;44940;44960
OK;49000;49020
OK;49020;49040
OK;49080;49100
OK;49060;49080
OK;49040;49060
OK;49100;49120
OK;49120;49140
OK;49160;49180
OK;49240;49260
OK;49180;49200
OK;49200;49220
OK;49220;49240
OK;49140;49160
OK;49340;49360
OK;49280;49300
OK;49300;49320
OK;49360;49380
OK;49260;49280
OK;49380;49400
OK;49320;49340
OK;49440;49460
OK;49420;49440
OK;49460;49480
OK;49400;49420
OK;49520;49540
OK;49500;49520
OK;49480;49500
OK;49540;49560
OK;49600;49620
OK;49560;49580
OK;49640;49660
OK;49580;49600
OK;49620;49640
OK;49680;49700
OK;49760;49780
OK;49660;49680
OK;49700;49720
OK;49740;49760
OK;49720;49740
OK;49780;49800
OK;49800;49820
OK;49820;49840
OK;49880;49900
OK;49900;49920
OK;49920;49940
OK;49840;49860
OK;49860;49880
OK;49940;49960
OK;49980;50000
OK;49960;49980
OK;50020;50040
OK;50000;50020
OK;50060;50080
OK;50080;50100
OK;50100;50120
OK;50120;50140
OK;50180;50200
OK;50160;50180
OK;50040;50060
OK;50220;50240
OK;50140;50160
OK;50240;50260
OK;50200;50220
OK;50280;50300
OK;50260;50280
OK;50320;50340
OK;50300;50320
OK;50380;50400
OK;50360;50380
OK;50400;50420
OK;50420;50440
OK;50440;50460
OK;50480;50500
OK;50460;50480
OK;50500;50520
OK;50340;50360
OK;50560;50580
OK;50540;50560
OK;50580;50600
OK;50520;50540
OK;50600;50620
OK;50660;50680
OK;50700;50720
OK;50620;50640
OK;50640;50660
OK;50720;50740
OK;50740;50760
OK;50680;50700
OK;50760;50780
OK;50780;50800
OK;50800;50820
OK;50820;50840
OK;50880;50900
OK;50840;50860
OK;50900;50920
OK;50860;50880
OK;50920;50940
OK;50980;51000
OK;50960;50980
OK;50940;50960
OK;55000;55020
OK;55040;55060
OK;55020;55040
OK;55060;55080
OK;55100;55120
OK;55080;55100
OK;55140;55160
OK;55120;55140
OK;55160;55180
OK;55200;55220
OK;55220;55240
OK;55180;55200
OK;55260;55280
OK;55240;55260
OK;55280;55300
OK;55320;55340
OK;55380;55400
OK;55360;55380
OK;55300;55320
OK;55340;55360
OK;55420;55440
OK;55440;55460
OK;55400;55420
OK;55460;55480
OK;55500;55520
OK;55540;55560
OK;55480;55500
OK;55580;55600
OK;55520;55540
OK;55600;55620
OK;55660;55680
OK;55620;55640
OK;55560;55580
OK;55640;55660
OK;55720;55740
OK;55740;55760
OK;55680;55700
OK;55700;55720
OK;55780;55800
OK;55760;55780
OK;55840;55860
OK;55800;55820
OK;55820;55840
OK;55860;55880
OK;55900;55920
OK;55880;55900
OK;55920;55940
OK;55960;55980
OK;55980;56000
OK;55940;55960
OK;51040;51060
OK;51100;51120
OK;51000;51020
OK;51060;51080
OK;51020;51040
OK;51140;51160
OK;51080;51100
OK;51160;51180
OK;51120;51140
OK;51180;51200
OK;51220;51240
OK;51200;51220
OK;51260;51280
OK;51240;51260
OK;51280;51300
OK;51300;51320
OK;51360;51380
OK;51320;51340
OK;51340;51360
OK;51420;51440
OK;51380;51400
OK;51500;51520
OK;51440;51460
OK;51460;51480
OK;51400;51420
OK;51540;51560
OK;51480;51500
OK;51560;51580
OK;51640;51660
OK;51520;51540
OK;51600;51620
OK;51580;51600
OK;51660;51680
OK;51620;51640
OK;51680;51700
OK;51700;51720
OK;51720;51740
OK;51760;51780
OK;51780;51800
OK;51740;51760
OK;51800;51820
OK;51840;51860
OK;51820;51840
OK;51920;51940
OK;51900;51920
OK;51960;51980
OK;51880;51900
OK;51980;52000
OK;51940;51960
OK;51860;51880
OK;56000;56020
OK;56040;56060
OK;56080;56100
OK;56060;56080
OK;56120;56140
OK;56160;56180
OK;56100;56120
OK;56140;56160
OK;56220;56240
OK;56180;56200
OK;56200;56220
OK;56260;56280
OK;56300;56320
OK;56320;56340
OK;56240;56260
OK;56280;56300
OK;56380;56400
OK;56340;56360
OK;56360;56380
OK;56440;56460
OK;56400;56420
OK;56420;56440
OK;56500;56520
OK;56480;56500
OK;56460;56480
OK;56540;56560
OK;56520;56540
OK;56560;56580
OK;56580;56600
OK;56600;56620
OK;56640;56660
OK;56660;56680
OK;56620;56640
OK;56680;56700
OK;56700;56720
OK;56720;56740
OK;56740;56760
OK;56760;56780
OK;56780;56800
OK;56800;56820
OK;56860;56880
OK;56820;56840
OK;56900;56920
OK;56880;56900
OK;56920;56940
OK;56840;56860
OK;56960;56980
OK;56940;56960
OK;56980;57000
OK;56020;56040
OK;52000;52020
OK;52020;52040
OK;52060;52080
OK;52080;52100
OK;52040;52060
OK;52100;52120
OK;52160;52180
OK;52120;52140
OK;52200;52220
OK;52140;52160
OK;52240;52260
OK;52180;52200
OK;52260;52280
OK;52220;52240
OK;52300;52320
OK;52340;52360
OK;52320;52340
OK;52380;52400
OK;52360;52380
OK;52400;52420
OK;52280;52300
OK;52460;52480
OK;52480;52500
OK;52420;52440
OK;52520;52540
OK;52560;52580
OK;52440;52460
OK;52600;52620
OK;52580;52600
OK;52540;52560
OK;52620;52640
OK;52500;52520
OK;52640;52660
OK;52660;52680
OK;52700;52720
OK;52740;52760
OK;52680;52700
OK;52780;52800
OK;52760;52780
OK;52840;52860
OK;52820;52840
OK;52860;52880
OK;52900;52920
OK;52880;52900
OK;52720;52740
OK;52800;52820
OK;52940;52960
OK;52920;52940
OK;52960;52980
OK;52980;53000
OK;57000;57020
OK;57060;57080
OK;57040;57060
OK;57020;57040
OK;57100;57120
OK;57120;57140
OK;57140;57160
OK;57160;57180
OK;57200;57220
OK;57180;57200
OK;57240;57260
OK;57220;57240
OK;57260;57280
OK;57080;57100
OK;57300;57320
OK;57360;57380
OK;57320;57340
OK;57280;57300
OK;57400;57420
OK;57380;57400
OK;57340;57360
OK;57440;57460
OK;57500;57520
OK;57420;57440
OK;57480;57500
OK;57460;57480
OK;57540;57560
OK;57520;57540
OK;57580;57600
OK;57560;57580
OK;57620;57640
OK;57600;57620
OK;57660;57680
OK;57640;57660
OK;57700;57720
OK;57680;57700
OK;57720;57740
OK;57740;57760
OK;57800;57820
OK;57780;57800
OK;57760;57780
OK;57820;57840
OK;57840;57860
OK;57860;57880
OK;57900;57920
OK;57920;57940
OK;57880;57900
OK;57940;57960
OK;57980;58000
OK;57960;57980
OK;53000;53020
OK;53040;53060
OK;53060;53080
OK;53080;53100
OK;53100;53120
OK;53020;53040
OK;53120;53140
OK;53180;53200
OK;53200;53220
OK;53140;53160
OK;53220;53240
OK;53160;53180
OK;53300;53320
OK;53260;53280
OK;53280;53300
OK;53320;53340
OK;53240;53260
OK;53420;53440
OK;53440;53460
OK;53360;53380
OK;53380;53400
OK;53480;53500
OK;53520;53540
OK;53460;53480
OK;53500;53520
OK;53540;53560
OK;53560;53580
OK;53340;53360
OK;53620;53640
OK;53580;53600
OK;53600;53620
OK;53640;53660
OK;53660;53680
OK;53400;53420
OK;53680;53700
OK;53700;53720
OK;53740;53760
OK;53720;53740
OK;53780;53800
OK;53800;53820
OK;53860;53880
OK;53760;53780
OK;53900;53920
OK;53820;53840
OK;53840;53860
OK;53920;53940
OK;53880;53900
OK;53940;53960
OK;53980;54000
OK;53960;53980
OK;58020;58040
OK;58060;58080
OK;58000;58020
OK;58100;58120
OK;58120;58140
OK;58080;58100
OK;58160;58180
OK;58040;58060
OK;58140;58160
OK;58200;58220
OK;58220;58240
OK;58280;58300
OK;58240;58260
OK;58300;58320
OK;58260;58280
OK;58320;58340
OK;58180;58200
OK;58380;58400
OK;58360;58380
OK;58400;58420
OK;58340;58360
OK;58460;58480
OK;58420;58440
OK;58440;58460
OK;58500;58520
OK;58480;58500
OK;58520;58540
OK;58540;58560
OK;58620;58640
OK;58560;58580
OK;58600;58620
